,regulator,gene_id,effect
2241,fnr,b0200,+-
2242,fnr,b0216,+-
2243,fnr,b0217,+-
2244,fnr,b0381,-
2245,fnr,b0382,-
2246,fnr,b0428,-
2247,fnr,b0429,-
2248,fnr,b0430,-
2249,fnr,b0431,-
2250,fnr,b0432,-
2251,fnr,b0450,+-
2252,fnr,b0451,+-
2253,fnr,b0585,+
2254,fnr,b0586,+
2255,fnr,b0587,+
2256,fnr,b0602,+
2257,fnr,b0613,-
2258,fnr,b0614,-
2259,fnr,b0615,-
2260,fnr,b0616,-
2261,fnr,b0617,-
2262,fnr,b0618,-
2263,fnr,b0619,-
2264,fnr,b0620,-
2265,fnr,b0621,+
2266,fnr,b0664,+-
2267,fnr,b0665,+-
2268,fnr,b0666,+-
2269,fnr,b0668,+-
2270,fnr,b0670,+-
2271,fnr,b0672,+-
2272,fnr,b0673,+-
2273,fnr,b0721,-
2274,fnr,b0722,-
2275,fnr,b0723,-
2276,fnr,b0724,-
2277,fnr,b0726,-
2278,fnr,b0727,-
2279,fnr,b0728,-
2280,fnr,b0729,-
2281,fnr,b0733,+-
2282,fnr,b0734,+-
2283,fnr,b0780,+-
2284,fnr,b0781,+
2285,fnr,b0782,+
2286,fnr,b0783,+
2287,fnr,b0784,+
2288,fnr,b0785,+
2289,fnr,b0814,-
2290,fnr,b0820,+-
2291,fnr,b0823,+-
2292,fnr,b0824,+-
2293,fnr,b0825,+-
2294,fnr,b0826,-
2295,fnr,b0827,-
2296,fnr,b0835,+-
2297,fnr,b0836,+
2298,fnr,b0871,+
2299,fnr,b0872,+
2300,fnr,b0873,+
2301,fnr,b0875,+-
2302,fnr,b0876,+-
2303,fnr,b0886,+-
2304,fnr,b0887,+-
2305,fnr,b0894,+
2306,fnr,b0895,+
2307,fnr,b0896,+
2308,fnr,b0903,+-
2309,fnr,b0904,+-
2310,fnr,b0928,+-
2311,fnr,b0933,+
2312,fnr,b0934,+
2313,fnr,b0935,+
2314,fnr,b0936,+
2315,fnr,b0937,+
2316,fnr,b0945,+
2317,fnr,b1101,+
2318,fnr,b1109,-
2319,fnr,b1123,+
2320,fnr,b1124,+
2321,fnr,b1125,+
2322,fnr,b1126,+
2323,fnr,b1127,+
2324,fnr,b1160,+
2325,fnr,b1182,+
2326,fnr,b1198,+
2327,fnr,b1199,+
2328,fnr,b1200,+
2329,fnr,b1201,+-
2330,fnr,b1210,-
2331,fnr,b1211,-
2332,fnr,b1212,-
2333,fnr,b1220,-
2334,fnr,b1221,+-
2335,fnr,b1222,+-
2336,fnr,b1223,+-
2337,fnr,b1224,+
2338,fnr,b1225,+
2339,fnr,b1226,+
2340,fnr,b1227,+
2341,fnr,b1241,+-
2342,fnr,b1242,+-
2343,fnr,b1254,+-
2344,fnr,b1255,+-
2345,fnr,b1256,+-
2346,fnr,b1276,-
2347,fnr,b1296,-
2348,fnr,b1297,-
2349,fnr,b1324,-
2350,fnr,b1334,+-
2351,fnr,b1343,+-
2352,fnr,b1376,+
2353,fnr,b1415,-
2354,fnr,b1445,+-
2355,fnr,b1446,+-
2356,fnr,b1473,+-
2357,fnr,b1474,+-
2358,fnr,b1475,+-
2359,fnr,b1476,+-
2360,fnr,b1521,+-
2361,fnr,b1537,+
2362,fnr,b1541,+
2363,fnr,b1546,+-
2364,fnr,b1549,+-
2365,fnr,b1587,+
2366,fnr,b1588,+
2367,fnr,b1589,+
2368,fnr,b1590,+
2369,fnr,b1591,+
2370,fnr,b1593,+
2371,fnr,b1611,-
2372,fnr,b1612,-
2373,fnr,b1640,+-
2374,fnr,b1641,+-
2375,fnr,b1642,+-
2376,fnr,b1643,+-
2377,fnr,b1644,+-
2378,fnr,b1645,+-
2379,fnr,b1669,+
2380,fnr,b1670,+
2381,fnr,b1671,+
2382,fnr,b1672,+
2383,fnr,b1673,+
2384,fnr,b1674,+
2385,fnr,b1715,-
2386,fnr,b1716,-
2387,fnr,b1750,+-
2388,fnr,b1751,+-
2389,fnr,b1752,+-
2390,fnr,b1753,+-
2391,fnr,b1754,+-
2392,fnr,b1755,+-
2393,fnr,b1756,+-
2394,fnr,b1757,+
2395,fnr,b1761,+
2396,fnr,b1778,+-
2397,fnr,b1779,+
2398,fnr,b1780,+
2399,fnr,b1785,+-
2400,fnr,b1852,-
2401,fnr,b1854,+
2402,fnr,b1881,+
2403,fnr,b1882,+
2404,fnr,b1883,+
2405,fnr,b1884,+
2406,fnr,b1885,+
2407,fnr,b1886,+
2408,fnr,b1904,+
2409,fnr,b1906,+
2410,fnr,b1907,+-
2411,fnr,b1929,-
2412,fnr,b1930,-
2413,fnr,b1988,-
2414,fnr,b1995,+-
2415,fnr,b2029,-
2416,fnr,b2163,-
2417,fnr,b2172,+-
2418,fnr,b2194,+
2419,fnr,b2195,+
2420,fnr,b2196,+
2421,fnr,b2197,+
2422,fnr,b2198,+
2423,fnr,b2199,+
2424,fnr,b2200,+
2425,fnr,b2201,+
2426,fnr,b2202,+
2427,fnr,b2203,+
2428,fnr,b2204,+
2429,fnr,b2205,+
2430,fnr,b2206,+
2431,fnr,b2207,+
2432,fnr,b2208,+
2433,fnr,b2233,+-
2434,fnr,b2234,-
2435,fnr,b2235,-
2436,fnr,b2236,-
2437,fnr,b2239,+
2438,fnr,b2240,+
2439,fnr,b2241,+
2440,fnr,b2242,+
2441,fnr,b2243,+
2442,fnr,b2253,-
2443,fnr,b2254,-
2444,fnr,b2255,-
2445,fnr,b2256,-
2446,fnr,b2257,-
2447,fnr,b2258,-
2448,fnr,b2276,+-
2449,fnr,b2277,+-
2450,fnr,b2278,+-
2451,fnr,b2279,+-
2452,fnr,b2280,+-
2453,fnr,b2281,+-
2454,fnr,b2282,+-
2455,fnr,b2283,+-
2456,fnr,b2284,+-
2457,fnr,b2285,+-
2458,fnr,b2286,+-
2459,fnr,b2287,+-
2460,fnr,b2288,+-
2461,fnr,b2295,+-
2462,fnr,b2296,+
2463,fnr,b2297,+
2464,fnr,b2298,+-
2465,fnr,b2343,+
2466,fnr,b2344,+-
2467,fnr,b2367,+
2468,fnr,b2368,+
2469,fnr,b2443,+-
2470,fnr,b2448,+-
2471,fnr,b2449,+-
2472,fnr,b2450,+-
2473,fnr,b2481,-
2474,fnr,b2482,-
2475,fnr,b2483,-
2476,fnr,b2484,-
2477,fnr,b2485,-
2478,fnr,b2486,-
2479,fnr,b2487,-
2480,fnr,b2488,-
2481,fnr,b2489,-
2482,fnr,b2490,-
2483,fnr,b2491,-
2484,fnr,b2492,-
2485,fnr,b2497,+
2486,fnr,b2498,+
2487,fnr,b2499,+-
2488,fnr,b2500,+-
2489,fnr,b2503,+
2490,fnr,b2507,+
2491,fnr,b2508,+
2492,fnr,b2509,+-
2493,fnr,b2552,-
2494,fnr,b2579,+-
2495,fnr,b2580,+-
2496,fnr,b2606,-
2497,fnr,b2607,-
2498,fnr,b2608,-
2499,fnr,b2609,-
2500,fnr,b2710,-
2501,fnr,b2711,-
2502,fnr,b2727,+
2503,fnr,b2728,+
2504,fnr,b2729,+
2505,fnr,b2730,+
2506,fnr,b2731,+
2507,fnr,b2732,-
2508,fnr,b2766,+-
2509,fnr,b2767,+-
2510,fnr,b2768,+-
2511,fnr,b2779,-
2512,fnr,b2780,-
2513,fnr,b2790,-
2514,fnr,b2791,-
2515,fnr,b2792,-
2516,fnr,b2813,+-
2517,fnr,b2814,+-
2518,fnr,b2815,+-
2519,fnr,b2816,+-
2520,fnr,b2866,+
2521,fnr,b2867,+
2522,fnr,b2868,+
2523,fnr,b2903,+
2524,fnr,b2904,+
2525,fnr,b2905,+
2526,fnr,b2937,+-
2527,fnr,b2938,+-
2528,fnr,b2939,+-
2529,fnr,b2940,+
2530,fnr,b2942,+
2531,fnr,b2957,+
2532,fnr,b2990,+
2533,fnr,b2991,+
2534,fnr,b2992,+
2535,fnr,b2993,+
2536,fnr,b2994,+
2537,fnr,b2995,+
2538,fnr,b2996,+
2539,fnr,b2997,+
2540,fnr,b2998,+
2541,fnr,b3002,+-
2542,fnr,b3003,-
2543,fnr,b3009,+-
2544,fnr,b3071,+
2545,fnr,b3072,+
2546,fnr,b3091,+-
2547,fnr,b3092,+-
2548,fnr,b3093,+-
2549,fnr,b3113,+
2550,fnr,b3114,+
2551,fnr,b3115,+
2552,fnr,b3116,+
2553,fnr,b3117,+
2554,fnr,b3118,+
2555,fnr,b3119,+-
2556,fnr,b3120,+-
2557,fnr,b3121,+-
2558,fnr,b3123,+-
2559,fnr,b3124,+-
2560,fnr,b3125,+-
2561,fnr,b3126,+-
2562,fnr,b3127,+-
2563,fnr,b3128,+-
2564,fnr,b3156,+
2565,fnr,b3157,+
2566,fnr,b3158,+
2567,fnr,b3159,+
2568,fnr,b3164,+
2569,fnr,b3165,+
2570,fnr,b3166,+
2571,fnr,b3167,+
2572,fnr,b3168,+
2573,fnr,b3169,+
2574,fnr,b3170,+
2575,fnr,b3171,+
2576,fnr,b3172,+-
2577,fnr,b3174,+
2578,fnr,b3175,+
2579,fnr,b3185,+-
2580,fnr,b3186,+-
2581,fnr,b3187,+-
2582,fnr,b3211,+-
2583,fnr,b3212,+-
2584,fnr,b3213,+-
2585,fnr,b3214,+-
2586,fnr,b3230,-
2587,fnr,b3231,-
2588,fnr,b3265,+
2589,fnr,b3266,+
2590,fnr,b3311,+
2591,fnr,b3312,+
2592,fnr,b3313,+
2593,fnr,b3314,+
2594,fnr,b3315,+
2595,fnr,b3316,+
2596,fnr,b3317,+
2597,fnr,b3318,+
2598,fnr,b3319,+
2599,fnr,b3320,+
2600,fnr,b3321,+
2601,fnr,b3365,+
2602,fnr,b3366,+
2603,fnr,b3367,+
2604,fnr,b3368,+
2605,fnr,b3408,+
2606,fnr,b3409,+
2607,fnr,b3410,+
2608,fnr,b3416,+
2609,fnr,b3417,+
2610,fnr,b3433,+-
2611,fnr,b3434,+-
2612,fnr,b3476,+
2613,fnr,b3477,+
2614,fnr,b3478,+
2615,fnr,b3479,+
2616,fnr,b3480,+
2617,fnr,b3481,+
2618,fnr,b3492,+-
2619,fnr,b3493,+
2620,fnr,b3494,-
2621,fnr,b3495,+-
2622,fnr,b3515,-
2623,fnr,b3516,-
2624,fnr,b3517,-
2625,fnr,b3518,+
2626,fnr,b3531,+
2627,fnr,b3532,+
2628,fnr,b3540,-
2629,fnr,b3541,-
2630,fnr,b3542,-
2631,fnr,b3543,-
2632,fnr,b3544,-
2633,fnr,b3611,+
2634,fnr,b3612,+
2635,fnr,b3613,+
2636,fnr,b3614,+
2637,fnr,b3700,+
2638,fnr,b3701,+
2639,fnr,b3702,+
2640,fnr,b3703,+
2641,fnr,b3704,+
2642,fnr,b3724,+
2643,fnr,b3725,+
2644,fnr,b3726,+
2645,fnr,b3727,+
2646,fnr,b3728,+
2647,fnr,b3745,+
2648,fnr,b3746,+
2649,fnr,b3747,+-
2650,fnr,b3830,-
2651,fnr,b3908,-
2652,fnr,b3942,+
2653,fnr,b4039,-
2654,fnr,b4040,-
2655,fnr,b4062,-
2656,fnr,b4063,-
2657,fnr,b4067,+-
2658,fnr,b4068,+-
2659,fnr,b4069,+-
2660,fnr,b4070,+
2661,fnr,b4071,+
2662,fnr,b4072,+
2663,fnr,b4073,+
2664,fnr,b4074,+
2665,fnr,b4075,+
2666,fnr,b4076,+
2667,fnr,b4079,+
2668,fnr,b4122,+
2669,fnr,b4123,+
2670,fnr,b4124,+
2671,fnr,b4125,+
2672,fnr,b4133,+
2673,fnr,b4138,+
2674,fnr,b4139,+
2675,fnr,b4141,+-
2676,fnr,b4142,-
2677,fnr,b4143,-
2678,fnr,b4151,+
2679,fnr,b4152,+
2680,fnr,b4153,+
2681,fnr,b4154,+
2682,fnr,b4176,+
2683,fnr,b4177,+
2684,fnr,b4209,-
2685,fnr,b4237,+
2686,fnr,b4238,+
2687,fnr,b4326,+
2688,fnr,b4348,+
2689,fnr,b4349,+
2690,fnr,b4350,+
2691,fnr,b4351,+-
2692,fnr,b4367,-
2693,fnr,b4368,-
2694,fnr,b4369,-
2695,fnr,b4370,-
2696,fnr,b4401,+-
2697,fnr,b4402,+-
2698,fnr,b4408,-
2699,fnr,b4471,+
2700,fnr,b4511,+
2701,fnr,b4533,+-
2702,fnr,b4544,-
2703,fnr,b4567,+-
2704,fnr,b4598,+-
2705,fnr,b4699,+-
2706,fucR,b2799,+
2707,fucR,b2800,+
2708,fucR,b2801,+
2709,fucR,b2802,+
2710,fucR,b2803,+
2711,fucR,b2804,+
2712,fucR,b2805,+
2713,fur,b0116,+-
2714,fur,b0150,-
2715,fur,b0151,-
2716,fur,b0152,-
2717,fur,b0153,-
2718,fur,b0167,-
2719,fur,b0168,+-
2720,fur,b0237,+-
2721,fur,b0272,+
2722,fur,b0273,+
2723,fur,b0428,-
2724,fur,b0429,-
2725,fur,b0430,-
2726,fur,b0431,-
2727,fur,b0432,-
2728,fur,b0450,+-
2729,fur,b0451,+-
2730,fur,b0468,-
2731,fur,b0474,+
2732,fur,b0583,-
2733,fur,b0584,-
2734,fur,b0585,-
2735,fur,b0586,-
2736,fur,b0587,-
2737,fur,b0588,-
2738,fur,b0589,-
2739,fur,b0590,-
2740,fur,b0591,+-
2741,fur,b0592,-
2742,fur,b0593,-
2743,fur,b0594,-
2744,fur,b0595,-
2745,fur,b0596,-
2746,fur,b0597,-
2747,fur,b0675,+-
2748,fur,b0676,+-
2749,fur,b0677,+-
2750,fur,b0678,+-
2751,fur,b0683,-
2752,fur,b0721,+
2753,fur,b0722,+
2754,fur,b0723,+
2755,fur,b0724,+
2756,fur,b0726,+
2757,fur,b0727,+
2758,fur,b0728,+
2759,fur,b0729,+
2760,fur,b0755,-
2761,fur,b0804,-
2762,fur,b0805,-
2763,fur,b0928,+-
2764,fur,b0929,+
2765,fur,b1016,-
2766,fur,b1017,-
2767,fur,b1018,-
2768,fur,b1019,-
2769,fur,b1062,-
2770,fur,b1102,-
2771,fur,b1109,-
2772,fur,b1164,+
2773,fur,b1165,+
2774,fur,b1166,+
2775,fur,b1167,+
2776,fur,b1243,-
2777,fur,b1244,-
2778,fur,b1245,-
2779,fur,b1246,-
2780,fur,b1247,-
2781,fur,b1252,+-
2782,fur,b1267,+
2783,fur,b1276,+
2784,fur,b1285,+-
2785,fur,b1334,-
2786,fur,b1452,-
2787,fur,b1478,-
2788,fur,b1495,-
2789,fur,b1496,-
2790,fur,b1546,-
2791,fur,b1547,-
2792,fur,b1548,-
2793,fur,b1586,-
2794,fur,b1611,-
2795,fur,b1658,-
2796,fur,b1679,-
2797,fur,b1680,-
2798,fur,b1681,-
2799,fur,b1682,-
2800,fur,b1683,-
2801,fur,b1684,-
2802,fur,b1705,-
2803,fur,b1732,+
2804,fur,b1761,+-
2805,fur,b1821,+-
2806,fur,b1852,-
2807,fur,b1891,-
2808,fur,b1892,-
2809,fur,b1902,+
2810,fur,b1905,+
2811,fur,b1916,+-
2812,fur,b1973,+
2813,fur,b1988,-
2814,fur,b1995,-
2815,fur,b2029,-
2816,fur,b2106,-
2817,fur,b2107,-
2818,fur,b2155,-
2819,fur,b2211,-
2820,fur,b2339,+-
2821,fur,b2392,-
2822,fur,b2552,-
2823,fur,b2579,-
2824,fur,b2616,+-
2825,fur,b2671,-
2826,fur,b2673,-
2827,fur,b2674,-
2828,fur,b2675,-
2829,fur,b2676,-
2830,fur,b2741,-
2831,fur,b2878,+-
2832,fur,b2879,+-
2833,fur,b2990,+
2834,fur,b2991,+
2835,fur,b2992,+
2836,fur,b2993,+
2837,fur,b2994,+
2838,fur,b2995,+
2839,fur,b2996,+
2840,fur,b2997,+
2841,fur,b3005,-
2842,fur,b3006,-
2843,fur,b3070,-
2844,fur,b3105,+-
2845,fur,b3124,-
2846,fur,b3125,-
2847,fur,b3126,-
2848,fur,b3127,-
2849,fur,b3207,+-
2850,fur,b3212,-
2851,fur,b3213,-
2852,fur,b3214,-
2853,fur,b3335,-
2854,fur,b3405,+-
2855,fur,b3408,-
2856,fur,b3409,-
2857,fur,b3410,-
2858,fur,b3441,-
2859,fur,b3459,+-
2860,fur,b3673,+-
2861,fur,b3832,+-
2862,fur,b3891,+-
2863,fur,b3908,+-
2864,fur,b3918,+-
2865,fur,b3928,+
2866,fur,b3938,-
2867,fur,b3942,+
2868,fur,b4019,-
2869,fur,b4045,+-
2870,fur,b4062,-
2871,fur,b4063,-
2872,fur,b4122,+
2873,fur,b4287,-
2874,fur,b4288,-
2875,fur,b4289,-
2876,fur,b4290,-
2877,fur,b4291,-
2878,fur,b4292,-
2879,fur,b4293,-
2880,fur,b4298,+-
2881,fur,b4299,+-
2882,fur,b4322,+
2883,fur,b4323,+
2884,fur,b4342,+-
2885,fur,b4367,-
2886,fur,b4451,-
2887,fur,b4462,+-
2888,fur,b4490_1,-
2889,fur,b4490_2,-
2890,fur,b4511,-
2891,fur,b4567,-
2892,fur,b4582_1,-
2893,fur,b4582_2,-
2894,gadE,b0178,+
2895,gadE,b0179,+
2896,gadE,b0180,+
2897,gadE,b0181,+
2898,gadE,b0382,+-
2899,gadE,b0428,+
2900,gadE,b0429,+
2901,gadE,b0430,+
2902,gadE,b0431,+
2903,gadE,b0432,+
2904,gadE,b0621,+-
2905,gadE,b0889,+
2906,gadE,b1492,+
2907,gadE,b1493,+
2908,gadE,b1625,+-
2909,gadE,b1923,+
2910,gadE,b1951,+
2911,gadE,b2029,+
2912,gadE,b3212,+-
2913,gadE,b3213,+-
2914,gadE,b3214,+
2915,gadE,b3491,+
2916,gadE,b3508,+
2917,gadE,b3509,+
2918,gadE,b3510,+
2919,gadE,b3511,+
2920,gadE,b3512,+-
2921,gadE,b3513,+
2922,gadE,b3514,+
2923,gadE,b3515,+
2924,gadE,b3516,+
2925,gadE,b3517,+
2926,gadE,b3743,+-
2927,gadE,b4056,+
2928,gadE,b4057,+
2929,gadE,b4177,+
2930,gadE,b4377,+
2931,gadE,b4403,+-
2932,gadE,b4439,+-
2933,gadE;rcsB,b3491,+
2934,gadE;rcsB,b3506,+
2935,gadE;rcsB,b3507,+
2936,gadE;rcsB,b3516,+
2937,gadE;rcsB,b3517,+
2938,gadE;rcsB,b3800,+
2939,gadE;rcsB,b4115,+
2940,gadE;rcsB,b4131,+
2941,gadE;rcsB,b4132,+
2942,gadW,b0485,+-
2943,gadW,b0486,+-
2944,gadW,b1492,+-
2945,gadW,b1493,+-
2946,gadW,b3506,+-
2947,gadW,b3507,+-
2948,gadW,b3508,+-
2949,gadW,b3509,+-
2950,gadW,b3510,+-
2951,gadW,b3512,+-
2952,gadW,b3513,+
2953,gadW,b3514,+
2954,gadW,b3515,+-
2955,gadW,b3516,+-
2956,gadW,b3517,+-
2957,gadX,b0020,+-
2958,gadX,b0439,+
2959,gadX,b0450,+
2960,gadX,b0451,+
2961,gadX,b0485,+
2962,gadX,b0486,+
2963,gadX,b0674,+
2964,gadX,b1237,+
2965,gadX,b1333,+
2966,gadX,b1492,+
2967,gadX,b1493,+
2968,gadX,b1498,-
2969,gadX,b1580,+-
2970,gadX,b1581,+-
2971,gadX,b1583,-
2972,gadX,b1584,-
2973,gadX,b1597,-
2974,gadX,b1634,-
2975,gadX,b2233,+-
2976,gadX,b2741,+
2977,gadX,b2849,+-
2978,gadX,b2850,+-
2979,gadX,b2903,+-
2980,gadX,b2904,+-
2981,gadX,b2905,+-
2982,gadX,b2942,+-
2983,gadX,b3494,+-
2984,gadX,b3495,+-
2985,gadX,b3506,+
2986,gadX,b3507,+
2987,gadX,b3508,+-
2988,gadX,b3509,+-
2989,gadX,b3510,+-
2990,gadX,b3511,+
2991,gadX,b3512,+
2992,gadX,b3513,+
2993,gadX,b3514,+
2994,gadX,b3515,+-
2995,gadX,b3516,+
2996,gadX,b3517,+
2997,gadX,b3922,+-
2998,gadX,b3923,+-
2999,gadX,b3966,-
3000,gadX,b3967,-
3001,gadX,b4131,+
3002,gadX,b4132,+
3003,gadX,b4409,+-
3004,galR,b0756,+-
3005,galR,b0757,+-
3006,galR,b0758,+-
3007,galR,b0759,+-
3008,galR,b2148,-
3009,galR,b2149,-
3010,galR,b2150,-
3011,galR,b2151,-
3012,galR,b2837,-
3013,galR,b2943,-
3014,galS,b0756,+-
3015,galS,b0757,+-
3016,galS,b0758,+-
3017,galS,b0759,+-
3018,galS,b2148,-
3019,galS,b2149,-
3020,galS,b2150,-
3021,galS,b2151,-
3022,galS,b2837,-
3023,galS,b2943,-
3024,gatR,b2091,-
3025,gatR,b2093,-
3026,gatR,b2094,-
3027,gatR,b2095,-
3028,gatR,b2096,-
3029,gcvA,b2808,-
3030,gcvA,b2903,+-
3031,gcvA,b2904,+-
3032,gcvA,b2905,+-
3033,glcC,b2975,+
3034,glcC,b2976,+
3035,glcC,b2977,+
3036,glcC,b2979,+
3037,glcC,b2980,-
3038,glcC,b4467,+
3039,glcC,b4468,+
3040,glpR,b2239,-
3041,glpR,b2240,-
3042,glpR,b2241,-
3043,glpR,b2242,-
3044,glpR,b2243,-
3045,glpR,b3426,-
3046,glpR,b3925,-
3047,glpR,b3926,-
3048,glpR,b3927,-
3049,glrR,b2570,+
3050,glrR,b2571,+
3051,glrR,b2572,+
3052,glrR,b2573,+
3053,gntR,b1850,-
3054,gntR,b1851,-
3055,gntR,b3413,-
3056,gntR,b3414,-
3057,gntR,b3415,-
3058,gntR,b3437,-
3059,gntR,b4264,-
3060,gntR,b4265,-
3061,gntR,b4266,-
3062,gntR,b4267,-
3063,gntR,b4268,-
3064,gntR,b4476,-
3065,gutM,b2702,+
3066,gutM,b2703,+
3067,gutM,b2704,+
3068,gutM,b2705,+
3069,gutM,b2706,+
3070,gutM,b2707,+
3071,gutM,b2708,+
3072,h-NS,b0019,-
3073,h-NS,b0020,-
3074,h-NS,b0034,-
3075,h-NS,b0035,-
3076,h-NS,b0036,-
3077,h-NS,b0037,-
3078,h-NS,b0038,-
3079,h-NS,b0039,-
3080,h-NS,b0040,-
3081,h-NS,b0076,-
3082,h-NS,b0077,-
3083,h-NS,b0078,-
3084,h-NS,b0161,-
3085,h-NS,b0342,-
3086,h-NS,b0343,-
3087,h-NS,b0344,-
3088,h-NS,b0435,-
3089,h-NS,b0564,-
3090,h-NS,b0585,+
3091,h-NS,b0586,+
3092,h-NS,b0587,+
3093,h-NS,b0733,-
3094,h-NS,b0734,-
3095,h-NS,b0756,-
3096,h-NS,b0757,-
3097,h-NS,b0758,-
3098,h-NS,b0759,-
3099,h-NS,b0812,-
3100,h-NS,b0880,+
3101,h-NS,b0889,-
3102,h-NS,b0921,+
3103,h-NS,b0922,+
3104,h-NS,b0923,+
3105,h-NS,b0924,+
3106,h-NS,b1037,-
3107,h-NS,b1038,-
3108,h-NS,b1039,-
3109,h-NS,b1040,-
3110,h-NS,b1182,+-
3111,h-NS,b1237,-
3112,h-NS,b1257,-
3113,h-NS,b1258,-
3114,h-NS,b1259,-
3115,h-NS,b1482,-
3116,h-NS,b1499,-
3117,h-NS,b1501,-
3118,h-NS,b1597,-
3119,h-NS,b1599,-
3120,h-NS,b1600,-
3121,h-NS,b1891,+
3122,h-NS,b1892,+
3123,h-NS,b1905,-
3124,h-NS,b1920,+
3125,h-NS,b1921,+
3126,h-NS,b1922,+
3127,h-NS,b1923,+
3128,h-NS,b1951,-
3129,h-NS,b1967,-
3130,h-NS,b2216,-
3131,h-NS,b2217,-
3132,h-NS,b2234,-
3133,h-NS,b2235,-
3134,h-NS,b2236,-
3135,h-NS,b2306,+
3136,h-NS,b2307,+
3137,h-NS,b2308,+
3138,h-NS,b2309,+
3139,h-NS,b2369,-
3140,h-NS,b2370,-
3141,h-NS,b2421,-
3142,h-NS,b2422,-
3143,h-NS,b2423,-
3144,h-NS,b2424,-
3145,h-NS,b2425,-
3146,h-NS,b2535,+
3147,h-NS,b2659,+
3148,h-NS,b2660,+
3149,h-NS,b2661,+
3150,h-NS,b2662,+
3151,h-NS,b2663,+
3152,h-NS,b2669,-
3153,h-NS,b2677,-
3154,h-NS,b2678,-
3155,h-NS,b2679,-
3156,h-NS,b2702,+
3157,h-NS,b2703,+
3158,h-NS,b2704,+
3159,h-NS,b2705,+
3160,h-NS,b2706,+
3161,h-NS,b2707,+
3162,h-NS,b2708,+
3163,h-NS,b2754,-
3164,h-NS,b2755,-
3165,h-NS,b2756,-
3166,h-NS,b2757,-
3167,h-NS,b2758,-
3168,h-NS,b2759,-
3169,h-NS,b2760,-
3170,h-NS,b2782,+
3171,h-NS,b2783,+
3172,h-NS,b2784,+
3173,h-NS,b2912,-
3174,h-NS,b3124,-
3175,h-NS,b3125,-
3176,h-NS,b3126,-
3177,h-NS,b3127,-
3178,h-NS,b3265,-
3179,h-NS,b3266,-
3180,h-NS,b3322,-
3181,h-NS,b3335,-
3182,h-NS,b3338,-
3183,h-NS,b3365,-
3184,h-NS,b3366,-
3185,h-NS,b3367,-
3186,h-NS,b3368,-
3187,h-NS,b3491,-
3188,h-NS,b3506,-
3189,h-NS,b3507,-
3190,h-NS,b3508,-
3191,h-NS,b3509,-
3192,h-NS,b3510,-
3193,h-NS,b3511,-
3194,h-NS,b3512,-
3195,h-NS,b3513,-
3196,h-NS,b3514,-
3197,h-NS,b3515,-
3198,h-NS,b3516,-
3199,h-NS,b3517,-
3200,h-NS,b3556,-
3201,h-NS,b3665,-
3202,h-NS,b3721,-
3203,h-NS,b3722,-
3204,h-NS,b3723,-
3205,h-NS,b4116,-
3206,h-NS,b4117,-
3207,h-NS,b4131,-
3208,h-NS,b4132,-
3209,h-NS,b4133,-
3210,h-NS,b4237,-
3211,h-NS,b4238,-
3212,h-NS,b4312,-
3213,h-NS,b4313,-
3214,h-NS,b4314,+
3215,h-NS,b4315,+
3216,h-NS,b4316,+
3217,h-NS,b4317,+
3218,h-NS,b4318,+
3219,h-NS,b4319,+
3220,h-NS,b4320,+
3221,h-NS,b4364,-
3222,h-NS,b4365,-
3223,h-NS,b4366,-
3224,h-NS,b4480,-
3225,h-NS,b4511,+
3226,hU,b0687,-
3227,hU,b0688,-
3228,hU,b0756,-
3229,hU,b0757,-
3230,hU,b0758,-
3231,hU,b0759,-
3232,hU,b1907,-
3233,hU,b3161,-
3234,hcaR,b2537,-
3235,hcaR,b2538,+
3236,hcaR,b2539,+
3237,hcaR,b2540,+
3238,hcaR,b2541,+
3239,hcaR,b2542,+
3240,hdfR,b1891,-
3241,hdfR,b1892,-
3242,hdfR,b3212,+
3243,hdfR,b3213,+
3244,hdfR,b3214,+
3245,higA,b3082,-
3246,higA,b3083,-
3247,higB;higA,b3082,-
3248,higB;higA,b3083,-
3249,hipAB,b1507,-
3250,hipAB,b1508,-
3251,hipAB,b2782,-
3252,hipAB,b2783,-
3253,hipAB,b2784,-
3254,hipB,b1507,-
3255,hipB,b1508,-
3256,hipB,b2782,-
3257,hipB,b2783,-
3258,hipB,b2784,-
3259,hipB,b3081,-
3260,his-tRNA,b2019,-
3261,his-tRNA,b2020,-
3262,his-tRNA,b2021,-
3263,his-tRNA,b2022,-
3264,his-tRNA,b2023,-
3265,his-tRNA,b2024,-
3266,his-tRNA,b2025,-
3267,his-tRNA,b2026,-
3268,hprR,b0428,-
3269,hprR,b0429,-
3270,hprR,b0430,-
3271,hprR,b0431,-
3272,hprR,b0432,-
3273,hprR,b0570,+
3274,hprR,b0571,+
3275,hprR,b0572,+
3276,hprR,b0573,+
3277,hprR,b0574,+
3278,hprR,b0575,+
3279,hprR,b1970,+
3280,hyfR,b2481,+
3281,hyfR,b2482,+
3282,hyfR,b2483,+
3283,hyfR,b2484,+
3284,hyfR,b2485,+
3285,hyfR,b2486,+
3286,hyfR,b2487,+
3287,hyfR,b2488,+
3288,hyfR,b2489,+
3289,hyfR,b2490,+
3290,hyfR,b2491,+
3291,hyfR,b2492,+
3292,hypT,b0197,+
3293,hypT,b0198,+
3294,hypT,b0199,+
